name,n_mutants,spearman,ndcg,top_recall_10pct,mean_plddt
PKN1_HUMAN_Tsuboyama_2023_1URF,1301,0.5813362393228997,0.9532301207708715,0.2824427480916031,91.79802703857422
POLG_CXB3N_Mattenberger_2021,15711,0.2047853043028944,0.8262745528795736,0.1342239185750636,73.65873718261719
POLG_DEN26_Suphatrakul_2023,16897,0.4019657686120243,0.799766284566183,0.12248520710059171,94.45722198486328
POLG_HCVJF_Qi_2014,1630,0.4635295594044592,0.7892552822221396,0.19631901840490798,59.816864013671875
POLG_PESV_Tsuboyama_2023_2MXD,5130,0.8064922735795721,0.9666060539930863,0.7368421052631579,92.0079116821289
PPARG_HUMAN_Majithia_2016,9576,0.4779675575291456,0.7971060954347408,0.06263048016701461,75.26326751708984
PPM1D_HUMAN_Miller_2022,7889,0.5168488723466355,0.9568833928803223,0.14955640050697086,66.33952331542969
PR40A_HUMAN_Tsuboyama_2023_1UZC,2033,0.8604667742771982,0.9554784544126048,0.3382352941176471,84.60904693603516
PRKN_HUMAN_Clausen_2023,8756,0.6209813226598487,0.9597544796100348,0.158675799086758,77.1861343383789
PSAE_SYNP2_Tsuboyama_2023_1PSE,1579,0.7366069004482992,0.8935592253764325,0.26582278481012656,94.00294494628906
PTEN_HUMAN_Matreyek_2021,5083,0.5056054504001496,0.9569522814973773,0.14734774066797643,82.80970764160156
PTEN_HUMAN_Mighell_2018,7260,0.5085043184677271,0.9100036802274428,0.15564738292011018,82.80970764160156
Q2N0S5_9HIV1_Haddox_2018,12729,0.4860320854846381,0.8456517020356054,0.1563236449332286,74.36909484863281
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,3344,0.4325468232354975,0.8604228254913081,0.23880597014925373,86.9495620727539
Q53Z42_HUMAN_McShan_2019_expression,3344,0.5970388978336025,0.791410341960838,0.36716417910447763,86.9495620727539
Q59976_STRSQ_Romero_2015,2999,0.5709335701448439,0.927687676941882,0.21,93.28082275390625
Q6WV13_9MAXI_Somermeyer_2022,31401,0.26555343888480526,,0.08468640560331105,94.56251525878906
Q837P4_ENTFA_Meier_2023,697,0.6283875315673494,0.9359621990053016,0.12857142857142856,92.9349365234375
Q837P5_ENTFA_Meier_2023,747,0.5689751306411291,0.9122184794605638,0.17333333333333334,93.32589721679688
Q8WTC7_9CNID_Somermeyer_2022,33510,0.28311096060071644,,0.13816771113100568,96.57878112792969
R1AB_SARS2_Flynn_2022,5725,0.4309211201124006,0.9605702787350363,0.15706806282722513,96.46104431152344
RAD_ANTMA_Tsuboyama_2023_2CJJ,912,0.656692679678319,0.932798476943975,0.30434782608695654,96.37091827392578
RAF1_HUMAN_Zinkus-Boltz_2019,297,0.37704541120168084,0.9443846989150911,0.23333333333333334,66.6265640258789
RASH_HUMAN_Bandaru_2017,3134,0.618739604094639,0.8998310030680556,0.1751592356687898,90.69757843017578
RASK_HUMAN_Weng_2022_abundance,26012,0.3735782148617904,0.9543690403045513,0.180630284396618,91.29084777832031
RASK_HUMAN_Weng_2022_binding-DARPin_K55,24873,0.6884858714831628,0.9823601141147295,0.2628617363344051,91.29084777832031
RBP1_HUMAN_Tsuboyama_2023_2KWH,1332,0.5305671504886598,0.9161934032822635,0.27611940298507465,90.16635131835938
RCD1_ARATH_Tsuboyama_2023_5OAO,1261,0.5949544543822978,0.9354907678756447,0.25984251968503935,91.55631256103516
RCRO_LAMBD_Tsuboyama_2023_1ORC,2278,0.7920004943828537,0.9651056011325335,0.5307017543859649,96.88109588623047
RD23A_HUMAN_Tsuboyama_2023_1IFY,1019,0.62885271146041,0.9340603213683659,0.3431372549019608,92.13726806640625
RDRP_I33A0_Li_2023,12003,0.2924928420067823,0.8899638719832635,0.11990008326394672,91.9081802368164
REV_HV1H2_Fernandes_2016,2147,0.33307914078740364,0.9352882275028056,0.09302325581395349,73.66948699951172
RFAH_ECOLI_Tsuboyama_2023_2LCL,1326,0.4751929103693324,0.8707965978191822,0.3458646616541353,94.97654724121094
RL20_AQUAE_Tsuboyama_2023_1GYZ,1461,0.8185873892041802,0.9737884448051838,0.24489795918367346,91.87373352050781
