name,n_mutants,spearman,ndcg,top_recall_10pct,mean_plddt,fold,p0,T
CBPA2_HUMAN_Tsuboyama_2023_1O6X,2068,0.8519247713831056,0.9525499543006437,0.2608695652173913,93.34833526611328,1,40.0,5.0
CBS_HUMAN_Sun_2020,7217,0.1895545732181271,0.8417404481307197,0.12742382271468145,91.29949188232422,0,40.0,5.0
CBX4_HUMAN_Tsuboyama_2023_2K28,2282,0.6772341446692064,0.9200091807289549,0.47161572052401746,94.806396484375,2,40.0,5.0
CCDB_ECOLI_Adkar_2012,1176,0.7067204657399709,0.7437910794953506,0.1864406779661017,95.96742248535156,2,40.0,5.0
CCDB_ECOLI_Tripathi_2016,1663,0.5655240884770565,0.9955876693404715,0.17964071856287425,95.96742248535156,0,40.0,5.0
CCR5_HUMAN_Gill_2023,6137,0.30202762493263613,0.8969793546522217,0.14169381107491857,82.46289825439453,3,40.0,5.0
CD19_HUMAN_Klesmith_2019_FMC_singles,3761,0.20371938060202394,0.3490285266752396,0.20954907161803712,61.50908279418945,0,40.0,5.0
CP2C9_HUMAN_Amorosi_2021_abundance,6370,0.5342382255062167,0.966565049126257,0.22135007849293564,93.41902160644531,1,40.0,5.0
CP2C9_HUMAN_Amorosi_2021_activity,6142,0.5356272298963944,0.9455801187058216,0.24065040650406505,93.41902160644531,2,40.0,5.0
CSN4_MOUSE_Tsuboyama_2023_1UFM,3295,0.7046960123386155,0.9446638989631974,0.5181818181818182,93.27791595458984,2,40.0,5.0
CUE1_YEAST_Tsuboyama_2023_2MYX,1580,0.5020540396513721,0.8707060869430274,0.2088607594936709,97.00135040283203,3,40.0,5.0
D7PM05_CLYGR_Somermeyer_2022,24515,0.6014986821467294,,0.27569331158238175,97.0943832397461,4,40.0,5.0
DLG4_HUMAN_Faure_2021,6976,0.673176049194998,0.9706453772314514,0.336676217765043,77.13037109375,2,40.0,5.0
DLG4_RAT_McLaughlin_2012,1576,0.5228542445888092,0.9775946496967122,0.08227848101265822,77.40716552734375,2,40.0,5.0
DN7A_SACS2_Tsuboyama_2023_1JIC,1008,0.700386419139833,0.9544870598516123,0.25742574257425743,89.91655731201172,4,40.0,5.0
DNJA1_HUMAN_Tsuboyama_2023_2LO1,2264,0.8649260157039395,0.9312406730405982,0.4185022026431718,89.92707824707031,1,40.0,5.0
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,2915,0.5573914461729498,0.8754705693410406,0.3082191780821918,92.51258087158203,4,40.0,5.0
DYR_ECOLI_Nguyen_2023,2916,0.30647670710180425,0.9855529287059129,0.1267123287671233,96.318115234375,2,40.0,5.0
DYR_ECOLI_Thompson_2019,2363,0.38315554518326034,0.9354242707714666,0.1940928270042194,96.318115234375,1,40.0,5.0
ENVZ_ECOLI_Ghose_2023,1121,0.2112585520713825,0.9254747252092086,0.07964601769911504,92.43216705322266,1,40.0,5.0
ENV_HV1B9_DuenasDecamp_2016,375,0.48091930453885645,0.8366127576660716,0.39473684210526316,73.97183990478516,2,40.0,5.0
ENV_HV1BR_Haddox_2016,12863,0.2367820218610809,0.7551569089969048,0.1320901320901321,74.22402954101562,4,40.0,5.0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,1960,0.7976434924251966,0.9260603895978883,0.32142857142857145,97.2713623046875,3,40.0,5.0
ERBB2_HUMAN_Elazar_2016,326,0.6094866496169569,0.9033082708905248,0.24242424242424243,73.24974822998047,4,40.0,5.0
ESTA_BACSU_Nutschel_2020,2172,0.4178481099274728,0.5011405471572131,0.2706422018348624,91.70472717285156,4,40.0,5.0
F7YBW7_MESOW_Ding_2023,7922,0.7193615748519904,0.967524169811737,0.5031525851197982,93.63645935058594,1,40.0,5.0
F7YBW8_MESOW_Aakre_2015,9192,0.42738797201006806,0.9242996600909412,0.6456521739130435,93.63645935058594,4,40.0,5.0
FECA_ECOLI_Tsuboyama_2023_2D1U,1886,0.5474672313753491,0.8100466071164601,0.2275132275132275,93.51472473144531,3,40.0,5.0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,1237,0.5679166346139253,0.9246488551491575,0.20161290322580644,91.23188781738281,3,40.0,5.0
