name,n_mutants,spearman,ndcg,top_recall_10pct,mean_plddt,fold,p0,T
TNKS2_HUMAN_Tsuboyama_2023_5JRT,1479,0.6504858272925147,0.9536552651340863,0.41216216216216217,96.7237319946289,3,40.0,5.0
TPK1_HUMAN_Weile_2017,3181,0.2538025298486906,0.8917817125708875,0.1724137931034483,97.90198516845703,4,40.0,5.0
TPMT_HUMAN_Matreyek_2018,3648,0.4828542686650939,0.9543528742592929,0.1863013698630137,94.65933990478516,4,40.0,5.0
TPOR_HUMAN_Bridgford_2020,562,0.5517568455420827,0.9262563363201657,0.3157894736842105,72.46876525878906,1,40.0,5.0
TRPC_SACS2_Chan_2017,1519,0.659046549567271,0.9489357371418213,0.3881578947368421,97.0650405883789,0,40.0,5.0
TRPC_THEMA_Chan_2017,1519,0.5555464666085179,0.8939841417548422,0.3881578947368421,96.08345031738281,1,40.0,5.0
UBC9_HUMAN_Weile_2017,2563,0.4154176218501662,0.7609206742060407,0.19066147859922178,96.71868133544922,1,40.0,5.0
UBE4B_HUMAN_Tsuboyama_2023_3L1X,3622,0.4370554712851816,0.8865159152141623,0.4931129476584022,96.4930419921875,4,40.0,5.0
UBE4B_MOUSE_Starita_2013,899,0.4586124746763446,0.6123787648204001,0.17777777777777778,78.84283447265625,4,40.0,5.0
UBR5_HUMAN_Tsuboyama_2023_1I2T,1453,0.6585351123076083,0.9408968466156165,0.1780821917808219,96.64189910888672,0,40.0,5.0
VG08_BPP22_Tsuboyama_2023_2GP8,723,0.6399413012398855,0.8890993670336751,0.2602739726027397,85.30674743652344,3,40.0,5.0
VILI_CHICK_Tsuboyama_2023_1YU5,2568,0.7979360056691669,0.9577054785779291,0.377431906614786,96.90999603271484,0,40.0,5.0
VKOR1_HUMAN_Chiasson_2020_abundance,2695,0.5406282913490671,0.9608122074502812,0.2074074074074074,86.00263977050781,2,40.0,5.0
VKOR1_HUMAN_Chiasson_2020_activity,697,0.37311174880500136,0.9438605125926155,0.1,86.00263977050781,4,40.0,5.0
VRPI_BPT7_Tsuboyama_2023_2WNM,1047,0.580937215311908,0.8990748696784829,0.1523809523809524,83.9198226928711,1,40.0,5.0
YAIA_ECOLI_Tsuboyama_2023_2KVT,1890,0.5256764586818431,0.8780560900171104,0.21693121693121692,94.32962036132812,0,40.0,5.0
YAP1_HUMAN_Araya_2012,10075,0.5801312239843062,0.4371397503131097,0.3244047619047619,55.185630798339844,0,40.0,5.0
YNZC_BACSU_Tsuboyama_2023_2JVD,2300,0.7388861020332073,0.9398796169040068,0.5608695652173913,95.03306579589844,4,40.0,5.0
