name,n_mutants,spearman,ndcg,top_recall_10pct,mean_plddt
HMDH_HUMAN_Jiang_2019,16853,0.3218349532070092,0.9320462381558972,0.11921708185053381,
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,2252,0.2273734761528959,0.9854519880833043,0.13716814159292035,
HSP82_YEAST_Flynn_2019,13294,0.3390322706843123,0.9556488252915157,0.11353383458646617,
HSP82_YEAST_Mishra_2016,4323,0.42684009619337404,0.9832850084180372,0.10392609699769054,
HXK4_HUMAN_Gersing_2022_activity,8570,0.47967843533795135,0.7201944983344694,0.13885647607934656,
HXK4_HUMAN_Gersing_2023_abundance,8396,0.3977070366868132,0.9702333392906366,0.15357142857142858,
I6TAH8_I68A0_Doud_2015,9462,0.2705165597172352,0.8342504546599289,0.15100316789862725,
IF1_ECOLI_Kelsic_2016,1367,0.43607083391291257,0.9809306932891778,0.10948905109489052,
ILF3_HUMAN_Tsuboyama_2023_2L33,1329,0.526323764482053,0.9146738435750463,0.13533834586466165,
ISDH_STAAW_Tsuboyama_2023_2LHR,1944,0.5893789415884199,0.9505494119971407,0.3333333333333333,
KCNE1_HUMAN_Muhammad_2023_expression,2339,0.2876967299702846,0.9042396543549571,0.17094017094017094,
KCNE1_HUMAN_Muhammad_2023_function,2315,0.33783486348458774,0.9419395585423547,0.16810344827586207,
KCNH2_HUMAN_Kozek_2020,200,0.6841146028650716,0.19831671903036188,0.35,
KCNJ2_MOUSE_Coyote-Maestas_2022_function,6963,0.221017425852278,0.8976973471425682,0.10903873744619799,
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,6917,0.370897836355422,0.8035903422795392,0.1199421965317919,
KKA2_KLEPN_Melnikov_2014,4960,0.5497878034430895,0.800596180404674,0.1975806451612903,
LGK_LIPST_Klesmith_2015,7890,0.45546777183037057,0.960088352009267,0.17743979721166034,
LYAM1_HUMAN_Elazar_2016,359,0.467370597211023,0.7939606284600556,0.3611111111111111,
MAFG_MOUSE_Tsuboyama_2023_1K1V,1429,0.8018399951014283,0.9562281062474514,0.43356643356643354,
MBD11_ARATH_Tsuboyama_2023_6ACV,2116,0.7911786037968305,0.9371818398501305,0.3915094339622642,
MET_HUMAN_Estevam_2023,5393,0.5861508954804726,0.9239124191910401,0.1574074074074074,
MK01_HUMAN_Brenan_2016,6809,0.21297073197107463,0.7587219352154851,0.0881057268722467,
MLAC_ECOLI_MacRae_2023,4007,0.3289543737890258,0.9686697530871674,0.12967581047381546,
MSH2_HUMAN_Jia_2020,16749,0.3559400608182438,0.8632341424969749,0.11761194029850747,
MTH3_HAEAE_RockahShmuel_2015,1777,0.5311507498617783,0.8959563521082134,0.15168539325842698,
MTHR_HUMAN_Weile_2021,12464,0.38472406356174643,0.9679679138912889,0.12830793905372895,
MYO3_YEAST_Tsuboyama_2023_2BTT,3297,0.6878813245655501,0.9098996513630714,0.43333333333333335,
NCAP_I34A1_Doud_2015,9462,0.28301852270473954,0.8079985304871311,0.14255543822597677,
NKX31_HUMAN_Tsuboyama_2023_2L9R,2482,0.6547695175683452,0.9552943247049479,0.43373493975903615,
